stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\CSI2P-Final-Project-Template\Final2024\allegro5.cfg r
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57549] converting display bitmap 000000000df8c660 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57550] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57551] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57552] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57562] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57563] converting display bitmap 000000000df8bfa0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57564] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57565] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57566] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57574] removed dtor for bitmap 0000000040a32010
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57577] converting display bitmap 000000000df8daa0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57578] added dtor for bitmap 0000000040a377d0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57579] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57580] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57589] removed dtor for bitmap 0000000040a377d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57591] converting display bitmap 000000000df8c4b0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57592] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57593] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57594] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57602] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57603] converting display bitmap 000000000df8d8f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57604] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57605] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57606] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57615] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57616] converting display bitmap 000000000df8d590 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57617] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57618] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57619] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57627] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57628] converting display bitmap 000000000df8c810 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57629] added dtor for bitmap 0000000040a35460, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57630] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57631] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57639] removed dtor for bitmap 0000000040a35460
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57640] converting display bitmap 000000000df8cb70 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57642] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57643] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57643] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57652] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57653] converting display bitmap 000000000df8dc50 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57654] added dtor for bitmap 0000000040a35460, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57655] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57656] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57664] removed dtor for bitmap 0000000040a35460
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57665] converting display bitmap 000000000df8d740 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57666] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57667] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57668] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57677] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57678] converting display bitmap 000000000df8c9c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57680] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57681] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57681] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57692] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57694] converting display bitmap 000000000df8c150 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57695] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57696] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57697] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57709] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57710] converting display bitmap 000000000df8d3e0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57711] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57712] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57713] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57723] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57724] converting display bitmap 000000000df8d080 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57725] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57726] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57728] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57736] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57737] converting display bitmap 000000000df8ced0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57739] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57740] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57740] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57749] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57750] converting display bitmap 000000000df8cd20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57751] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57752] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57753] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57761] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57762] converting display bitmap 000000000df8d230 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57763] added dtor for bitmap 0000000040a32d90, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57764] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57765] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57777] removed dtor for bitmap 0000000040a32d90
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57778] converting display bitmap 000000000df8c300 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57780] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57782] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57783] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57798] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57800] converting display bitmap 000000000df7d440 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57801] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57802] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57803] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57812] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57822] converting display bitmap 000000000df7d0e0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57824] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57825] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57825] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57834] removed dtor for bitmap 0000000040a32010
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57835] converting display bitmap 000000000df7cf30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57837] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57838] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57839] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57847] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57848] converting display bitmap 000000000df7e880 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57849] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57850] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57851] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57859] removed dtor for bitmap 0000000040a32010
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57860] converting display bitmap 000000000df7e6d0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57861] added dtor for bitmap 0000000040a32d90, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57862] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57863] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57878] removed dtor for bitmap 0000000040a32d90
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57884] converting display bitmap 000000000df7e370 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57886] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57887] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57888] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57898] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57899] converting display bitmap 000000000df7e1c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57901] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57902] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57902] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57911] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57912] converting display bitmap 000000000df7e520 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57913] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57914] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57915] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57926] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57927] converting display bitmap 000000000df7cd80 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57929] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57930] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57931] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57942] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57943] converting display bitmap 000000000df7ea30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57944] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57945] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57946] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57957] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57958] converting display bitmap 000000000df7e010 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57960] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57961] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57962] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57974] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57975] converting display bitmap 000000000df7de60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57976] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57977] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57978] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.57990] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.57991] converting display bitmap 000000000df7d950 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.57992] added dtor for bitmap 0000000040a32d90, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.57993] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.57994] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58005] removed dtor for bitmap 0000000040a32d90
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58007] converting display bitmap 000000000df7d290 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58008] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58009] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58010] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58021] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58022] converting display bitmap 000000000df7db00 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58023] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58024] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58025] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58036] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58051] converting display bitmap 000000000df7d7a0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58053] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58054] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58055] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58066] removed dtor for bitmap 0000000040a32010
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58067] converting display bitmap 000000000df7d5f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58069] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58070] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58070] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58083] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58084] converting display bitmap 000000000df7dcb0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58085] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58086] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58087] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58103] removed dtor for bitmap 0000000040a32010
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58105] converting display bitmap 000000000df6e8b0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58107] added dtor for bitmap 0000000040a32d90, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58108] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58109] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58124] removed dtor for bitmap 0000000040a32d90
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58126] converting display bitmap 000000000df6e700 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58127] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58128] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58129] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58144] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58145] converting display bitmap 000000000df6e550 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58147] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58148] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58149] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58164] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58165] converting display bitmap 000000000df6e3a0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58167] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58168] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58169] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58185] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58195] converting display bitmap 000000000df6e040 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58196] added dtor for bitmap 0000000040a34da0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58197] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58198] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58213] removed dtor for bitmap 0000000040a34da0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58215] converting display bitmap 000000000df6f990 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58216] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58217] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58218] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58234] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58235] converting display bitmap 000000000df6f7e0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58236] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58237] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58238] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58253] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58255] converting display bitmap 000000000df6f2d0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58256] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58257] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58258] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58276] removed dtor for bitmap 0000000040a32010
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58277] converting display bitmap 000000000df6f120 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58278] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
